username;mentions
sbesselsen;bartlup
ValentinooNL;bartlup
VerschurenVGZ;keeskraaijeveld,emileroemer
FannoreFerazhin;GreenpeaceNL
riemersma40;VogelvrijeHArts
BeardedBlob;bartlup
peterbults;elwinbaas
nl1907ozgur;NOS
LexHofstra;VVDWaddinxveen
marnixtenbrinke;NOS
RoeftanJalon;
EnnaOnline;YurreWieken
Thiesinger;tolsmageneva
CleoMatra;NOS
NLSiir;volkskrant
optimalnyy;YidArmyNL,geertwilderspvv
Laura_Wichgers;niss0706
haye_theo;Legerdesheils
strafrecht013;
Damarcus_venNL;PeterRdeV
EnzingJackie;JorisW_GP
DevriesHanne;VogelvrijeHArts
Udokelderman;thiessenmark
michelkolman;EWdeVlieger
renerhoen;GPuylaert
MV33fan;RTLLateNight
Jackmans;bartlup
Leon10Koenders;NOS
LiesbethvBerkel;JosMoesmanjr,CeesJanPen
swsjoerdsma;NOS
ArjanM;keeskraaijeveld,emileroemer
RosensMedia;keeskraaijeveld,emileroemer
Wandelstock;RLOppenheimer
ZegMaarCJ;GoogleNL
CrusaderDutch;FLUYTKETEL
leendertcombee;thiessenmark
lonvankoot;bartlup
e_reesch;oxfamnovib,jesseklaver
hillymast;NOS
dunia2008_maria;remyvanmannekes
AntoonKanis;JorisW_GP
PolderHoogte;D66,piadijkstra
aciegroep;EWdeVlieger
NasrullahAnke;remyvanmannekes
Spittie28;
fantasievriend;APechtold
haye_theo;EWdeVlieger
MarloesHuttenga;SollicitatieLAB
jjvandermark63;EWdeVlieger
DeVos1998;kajleers
aysegl_20;Bertine83,geertwilderspvv
PieterDuif;marjolijn1994
MHRRoes;BlikopNOS
EStinissen;remyvanmannekes
LeanderBroere;mlauriks,LodewijkA
NienkeToren;
proudlimbo046;FLUYTKETEL
margotvansloten;VogelvrijeHArts
EdwinV85;bartlup
riffyyyyy;ClariceGargard
cpo3x;Blondemevrouw1
PelleBerting;Energiecomm,mariannethieme,PartijvdDieren
Iscander_Goldmu;waaromweetikdit
frankhilbrands;Azzedine_Karrat
ArnoldBouman;Piet_Jansen,TheoRietkerk,jesseklaver,volkskrant
RobMichiels81;pvalstar
AnjaHoogewerff;GoogleNL
VogelvrijeHArts;
j_van_limpt;gertjansegers
Musicfreaknl1;EWdeVlieger
voetbalisall;EWdeVlieger,APechtold
svanweyenberg;JorisW_GP
AltijdCorrect;JacquesMonasch
BasSchouwenberg;DrLuiten
Bertine83;Pieterhilhorst,LangsdeLijnEO
coloredopinions;Scarbir
FrankAaldering;volkskrant
WJvanDuijn;Arnoudproos
Hermannus;ErikCamman,DeSpeld,realDonaldTrump
EvertFrieling;GreenpeaceNL
Sprakeloos;
Sabio_VD;
Pieterhilhorst;JorisW_GP
AMolendijkQ;NOS
ikbenlotteniet;bartlup
GSlopsema;cdavandaag
AnnekeStaten;mlauriks,LodewijkA
drsjangroen;cdavandaag
martijnvroemen;mvanhulten
Chris_uitAbcou;NOS
hettiehuberts;MichelOss,LodewijkA
daltonwz;Thijswnl
EvertFrieling;JorisW_GP
RogierVF;
_AvdV_;NOS
JohnvdNet;bartlup
irispvdaoss;randymartens
Lies_Roofer;NOS
HazenbroekJo;Thijswnl
Melancholia;bartlup
daanweijers;GoogleNL
lonvankoot;Amma_Asante,LodewijkA
suzanne_GL;NOS
advocaatvduivel;vic23
gjrlofsteel;bartlup
Volkert_;uri4u
janinedevriesx;bartlup
GernaScholte;klaasmans
MartijnfcG;nynke
B_Voogt;GoogleNL
pittoresq;GoogleNL
NienkeLambers;
truusvankleef;cdavandaag
miek65;roosschlikker
johnvolden;keeskraaijeveld,emileroemer
SuzanDokter;nynke
haye_theo;VogelvrijeHArts
MWiddershoven;bartlup
Payitforward87;
Mabspace;Layspace
slowpokedj;ArnoldYasinMol
1Dforallofus;bartlup
Holavista;
AltenaB;pieterkleinrtl,NOS
louisstommels;GoogleNL
Taallent;JosMoesmanjr,CeesJanPen
Hallyfax;ReinBijlsma
WimDanhof;Hanssteenbergen
Mabspace;wkkippen,GreenpeaceNL
marieke_werf;Energiecomm,mariannethieme,PartijvdDieren
CountrySmileNL;Energiecomm,mariannethieme,PartijvdDieren
hettiehuberts;jeroenfritz
asraf97;ClariceGargard
TomvdnN;GoogleNL
ErikvdVeer;peterkerris
NICKSCF_LOYAL;fvdemocratie,thierrybaudet,THiddema
Lineke_DvP;
Geerjanne;
peetersfrank2;bartlup
Chris_uitAbcou;StellingChecker
ErikCamman;DeSpeld,realDonaldTrump
JobvanRooy;
ZegMaarCJ;bartlup
Nico_023;
Ozturkkk22;NOS
DevriesHanne;volkskrant
Vitolfiel;nynke
EnzingJackie;svanweyenberg
RandyJamesRyanx;bartlup
malinkathe;bartlup
AltenaB;RemkoTheulings
serootje;marjolijn1994
BertSchaak78;volkskrant
yvanlunzen;BlikopNOS
Bertine83;PvdA,Pieterhilhorst,NPORadio1,DenkNL
apjdendekker;PaulVermast,gertjansegers,jesseklaver
Stormtroepen;Blondemevrouw1
CleoMatra;GoogleNL
ErikvdDoesdeBye;ljansedejong,gertjansegers,christenunie
miek65;ErikFlentge
Tsjilpe;NOS
ger2591;YidArmyNL,geertwilderspvv
LailaBouch;CoenvdVen
ger2591;Blondemevrouw1
MJoemman;Sebastiaan1976
mvdoorninck;bartlup
LailaBouch;RogierMaaskant
JohnvdNet;keeskraaijeveld,emileroemer
lydiasprengers;groenlinks
DukMenno;NOS
corawoudstra;parool
Hofmees;m_de_boer
ojeeonee;EWdeVlieger
NLNieuwsAlert;
MJoemman;Sebastiaan1976
Reneaultgek;EWdeVlieger
JanssensJari;bartlup
FransjeL;PPDelft
Vera62359069;annefleurmel
OlafvandeSteeg;APechtold,D66
antonsterenborg;
NPOFocus;
NOS;
ojeeonee;MajaMischke
yvanlunzen;fvdemocratie,thierrybaudet,THiddema
EelcoZwart;bartlup
lonvankoot;
ger2591;roepme
ErikvdDoesdeBye;PaulVermast,gertjansegers,jesseklaver
ger2591;roepme
ClaessensCMJP;volkskrant
mrpandora;vanderzande,nosop3
JJ_Burggraaff;bartlup
yvanlunzen;fvdemocratie,thierrybaudet,THiddema
PieterPlug;JosMoesmanjr,CeesJanPen
thea_scholte;Thijswnl
moorishgarden;Energiecomm,mariannethieme
Dun_Ad;NOS
Nour_Alchazli;NOS
NeckMathijs;cdavandaag
jadore2080;
HenriHseubers;EWdeVlieger
Orca_1974;pvdmeersch
RiekKampen;petervheemst
emolenaar;pittoresq
bosjepeterselie;MarijnissenL
DesireeKluiters;EchteScheermes,NOS
yvanlunzen;Ton_1969,fvdemocratie
NLNieuwsAlert;
ClaudiaBliss;GoogleNL
ojeeonee;EWdeVlieger
reneverkroost;uri4u
HWEdewaard;MarliesZeeman,geertwilderspvv
Mansio26;EWdeVlieger
Sprakeloos;GoogleNL
Rappapaaa;bartlup
reneverkroost;EWdeVlieger
SaskiaWithoos;bartlup
Schooltv;
gklein_klein;EWdeVlieger,APechtold
_NoaVervoort;bartlup
JMCBtje;
PieterdeLange54;woordhistorie
RichardK1968NL;AdvocaatAlpha,Piratenpartij,ncilla
Ru260566;FoughtyWilliam
princemaurits;
Blondemevrouw1;Blondemevrouw1
MarcJordaan;uri4u
volkskrant;
markjansen10;GoogleNL
LeonieOGarro;DennisenDaniel
fvbeetz;uri4u
Weessies;armaganonder,mariannethieme
AlexandraB66;
travcstymgc;palpeet
gerbenhuisman;JosMoesmanjr,CeesJanPen
annefleurmel;
MartijnDanko;EWdeVlieger
Ruben_FCDH;
ehoogendoorn;MichelOss
nicoschipper;JosMoesmanjr,CeesJanPen
HelloSander;
timkirchroa;
Snor_van_Jozsef;FLUYTKETEL
AlexStraver;AdvocaatAlpha,Piratenpartij,ncilla
elkerbijn;jwgerritsenvand
TheoJans1;
hypomargoteros;
NL_PWR;EWdeVlieger
SRdeOZ;uri4u
JackTsang42;GoogleNL
longtallbaldy;uri4u
slunkboy;bartlup
Liisalogie;bartlup
EwaMatties;bartlup
zoalsdewaardis;EWdeVlieger
kortsemipittig;bartlup
gerrit_evink;Arnoudproos
CedericDuboisch;Bertine83,JanDriessen,LangsdeLijnEO,NPORadio1
PPDelft;
AstaMcCarthy;
RooieSpieker;randymartens
PaulusVII;cdavandaag
HFaun;bartlup
RandyJamesRyanx;bartlup
HelloSander;bartvanmerwijk_
HenrietteR_D66;kajleers
BuijsPaul;GoogleNL
jansen_mila;EWdeVlieger
pooljohnny;marjolijn1994
es_its;Energiecomm,mariannethieme
gerrit_evink;NOS
IngeCommissaris;KustawBessems
monique31963;DonRoelofsen
esthervgeldorp;
pimastro;GoogleNL
Molkwerum;bartlup
rsgerards;JE_THIJSE
Thiesinger;LisetMeddens
crlarson;MohamedMokaddem
KyraKaa;nynke
hennovdl;EWdeVlieger
mmollenveld;kajleers
sycrett;TheoJans1
MarianneHox;JosMoesmanjr,CeesJanPen
uri4u;
GerrieRozema;GoogleNL
jeroenvanderuit;bartlup
CDAOldenzaal;cdavandaag
DavidRenkema;Roselaers
miek65;volkskrant
Africanzwagger;marjolijn1994
FoughtyWilliam;
eversmeister;nynke
RonaBosman;NOS
Cristien1;LodewijkA,VVD,PvdA
Itshenk;GoogleNL
nederlandblind;uri4u,geertwilderspvv,gertjansegers
PartosNL;
Martijn_vd_B;bartlup
GemelaGaby;pvalstar
CDALOPPERSUM;fransweisglas,sybrandbuma,APechtold
MaritMeier;GreenpeaceNL
u_gene72;bartlup
Festinaatje;PaulVermast,gertjansegers,jesseklaver
Schaacke;Energiecomm,mariannethieme
dick_senior;HansdeBoer18
FLSpringintveld;CoenvdVen
NL_PWR;Newshunkie
7eKamer;vanderzande
ynwa1959;bartlup
MariaVerkade;Pieterhilhorst
RichTweeting;
lydiascheringa;JosMoesmanjr,CeesJanPen
pimbrussee;BlikopNOS
WimWesterink;ljansedejong,gertjansegers,christenunie
LB330633;ackumar070,gertjansegers
thea_scholte;Thijswnl
hypomargoteros;
xYugolicious;Smienos
AFarhadzz;marjolijn1994
nienkeblauw;Bertine83,JanDriessen,LangsdeLijnEO,NPORadio1
automatistisch;bartlup
kwybes;uri4u,geertwilderspvv,gertjansegers
CDALOPPERSUM;cdavandaag
maszaina;DonRoelofsen
JoshSchoen;bartlup
LennartBak;keeskraaijeveld,emileroemer
Poolreiziger;JohnitoMusic,LodewijkA,emileroemer,jesseklaver,sybrandbuma
xYugolicious;marjolijn1994
BrinkBrother;bartlup
jandereus1;pvalstar
YurreWieken;
MaritMeier;GreenpeaceNL
woutersanne;EWdeVlieger
EvaRuwe;EWdeVlieger
xYugolicious;ArnoldYasinMol
JobvanRooy;
pijlpunt180;
Raymond_Boer;VVDWaddinxveen
N_Hartgers;keeskraaijeveld,emileroemer
MichelBleeker;nynke
GielisChris;NOS
schorpioen24;keeskraaijeveld,emileroemer
margreetbosma1;cdavandaag
jandzw;RichardHoekstra
kruidje;Spittie28
xYugolicious;DennisenDaniel
Nschotte;bartlup
lucienengelen;DrLuiten
FLUYTKETEL;
a_vermeij;32YmmoT
HausOfSharon;willempopeye,bartlup
rebeIrebeIx;bartlup
florianwolff;Energiecomm,mariannethieme
MHRRoes;VogelvrijeHArts
GerrieRozema;PaulVermast,gertjansegers,jesseklaver
miek65;GoogleNL
CDALOPPERSUM;cdavandaag
es_its;JoriendeLege
DjonJuanNL;EWdeVlieger
quichekeurig;
MiepieB;TheoJans1
AstaMcCarthy;YourAnonNews,Piratenpartij,ncilla,Matthijs85
anatwitje;SPnl,emileroemer
a_vermeij;TheoJans1
_eric44_;thierrybaudet
kamergotchi2017;Petra1831
LB330633;remyvanmannekes
TherryBoon10;endeeh
Johanna1957;Legerdesheils
CDAWoudenberg;cdavandaag
NettieKlompsma;_Joep,mkeulemans
Georgdorf;marjolijn1994
eiso34;DeMediatorNoord
OscarvBekkum;olle010,markrutte
damjanamio;EWdeVlieger
ad_de_boer;JosMoesmanjr,CeesJanPen
zorretje;Kuif007,emileroemer
sinasalim;NOS
CU_Oldambt;suussss,gertjansegers
MaritMeier;GreenpeaceNL
EEvanHelden;nynke
DrLuiten;
betsyduit;oxfamnovib,jesseklaver
GasInTheHole;NOS
blijf_vragen;EchteScheermes,NOS
woutersanne;Blondemevrouw1
CorryLieverse;MichelOss,LodewijkA
VoskampEllen;Blondemevrouw1
jandzw;JohnSwelsen
willibrordia;uri4u,geertwilderspvv,gertjansegers
FoughtyWilliam;
RooieSpieker;Margot_Camp
mirjambikker;JosMoesmanjr,CeesJanPen
Gerco74;Newshunkie
meneer_v_rooij;woordhistorie
Meeszs;EvertvanRest
zorretje;MarOirs
mhjvandenberg;
mvissje;bartlup
HighwaymanNH;Bas_vanderSande
ParrenDauwels;bartlup
zorretje;NOS
SLECHTVOLK;Newshunkie
HerrVonSohland;GlobalPoll_NL
Tovenaarsberg;TheoJans1
60_henk;BlikopNOS
woutersanne;roepme
Frans_Strik;cdavandaag
neffzzz;bartlup
sabinevanaken;mvanhulten
GoogleNL;
GerGiessen;bramvommen
LB330633;J_Eikelenboom
Wimzegt;bartlup
HansLangbroek;Energiecomm,mariannethieme,PartijvdDieren
Jochem11vh;bartlup
dtjv;
EllenOut;JanHoedeman
fireembleem;bartlup
HesselHVisser;
pkuiper;
JMPraamsma;PaulVermast,gertjansegers,jesseklaver
coenIII;bartlup
JanHadderingh;petervheemst
Hanco_Hogenbirk;LauraEve
Celinex27;bartlup
SaraJac53729508;
nelkovacevic;EWdeVlieger
Krullie86;
linge_karl;YidArmyNL,geertwilderspvv
LarsSteg;bartlup
JanHadderingh;BasRoufs_NL
vandercage;bartlup
tvanharmelen62;bartlup
thea_scholte;Thijswnl
sybernes;nynke
jandzw;RemkoTheulings
Ariskaaa;Farhana1979
Beharton;EWdeVlieger
PIETWANROOIJ;HarryKeereweer
YurreWieken;ewoudbutter
sycrett;EWdeVlieger
poppedop24;bartlup
fozziebeertje;Blondemevrouw1
jolandaelisa68;Legerdesheils
Kuif007;Spittie28
timmermanstekst;
omepiet007;uri4u
zorretje;NOS
Martintweettert;RoderikvGrieken
jacvandijk;_mamama,NOS
TeeStee;mw9439
antonsterenborg;Holavista
NickVerstijlen;bartlup
PIETWANROOIJ;ewoudbutter
marijetalstra;marjolijn1994
Wimey3;Newshunkie
TimOoijen;gertjansegers,christenunie
SuzannaHovenka1;
Hyperinflatie1;EWdeVlieger
AnnekeStaten;petervheemst
HarrevdNat;GlobalPoll_NL
zwemdekkerr;mvanhulten
JustusCrone;pieterkleinrtl,NOS
MFYtopee;keesgroeneveld3
Bas_vanderSande;Bas_vanderSande
_Joep;mkeulemans
mzwarteveen;oxfamnovib
ChrisHolthuizen;RVeelo,NOS
Me_at_home_2;marjolijn1994
PIETWANROOIJ;mlauriks
Marilyndeee;bartlup
chefcamille;nynke
JMPraamsma;Roselaers
TR1453OSMANLI;VogelvrijeHArts
LiesbethvBerkel;volkskrant
JosMoesmanjr;LodewijkA
SP_Hengelo;P78ter
groenlinksrdam;JimmySmet,groenlinksrdam,jesseklaver
dj_aarts;nynke
MiepieB;GlobalPoll_NL
CorryLieverse;MichelOss
Wouter_Dubois;NicoBlok2014
audreytryba78;roepme
RonaldVennik;jeroenfritz
pimvandam1997;NOS
Hatherom;
PaulavanEerden;petervheemst
roelsint;TheoJans1
zorretje;vanderzande
Makotoast;bartlup
MarianneHox;vanderzande,nosop3
HuibertdeMan;NOS
JokeRelmuis;EWdeVlieger
amsterziam;bartlup
vercouteren;nynke
AnnaSch0uten;bartlup
antonsterenborg;JorisW_GP
MigthyMike007;Pjotrovski
jansen_mila;BlikopNOS
woordhistorie;
riemersma40;GlobalPoll_NL
endeeh;
RooieSpieker;MichelOss
AngelaBransen;Dutilh
FouadelHaji;jeroenfritz
JeannetteZiggy;32YmmoT
LianneMorssink;bartlup
NLNieuwsAlert;
dick_senior;IsisEvrinen
KoenHahn;NOS
PMdeVos;bramvommen
eppobruins;PaulVermast,gertjansegers,jesseklaver
proudlimbo046;roepme
Olaf_N;
JiapingSun;cdavandaag
antonsterenborg;bartlup
RoeftanJalon;
aponte1965;sdinjens
longtallbaldy;EWdeVlieger
PIETWANROOIJ;mlauriks,LodewijkA
SamarSchaap;bartlup
SenolUA36;ArnoldYasinMol
VeraKorblet;bartlup
Keaplus3;GreenpeaceNL
Hans_Ruck;pieterkleinrtl,NOS
PIETWANROOIJ;JohnSwelsen
PelleBerting;JorisW_GP
RonaldCamstra;GoogleNL
michielbosgra;evertkwok
skipperwibo;
CruellaCritical;ewoudbutter
EchteScheermes;NOS
Poolreiziger;LodewijkA
jcdewit;thiessenmark
taiksucenab1979;Mnegrinitrelles
littlefighter2;
dtjv;
pswinkelsadvies;EWdeVlieger
adgervanhelden;cdavandaag
riahazenberg;StellingChecker
PMdeVos;GlobalPoll_NL
alonsoNRC;pvdmeersch
wouterveldhoen;Energiecomm,mariannethieme
SchutteRik;bartlup
Vikingsmeisje;bartlup
VeraKorblet;Godbloodyhell,geertwilderspvv
rolthuis;cdavandaag
marcsamsom;pvdmeersch
annie_benschop;petervheemst
DionVanAlem;
sonja_blokland;
PIETWANROOIJ;petervheemst
Anjoseuters;
StSteenbakkers;cdavandaag
VisgidsJohan;strandjutter_
PelleBerting;GreenpeaceNL
afca_leiden;
pauljankuijper;
mholkers;
PMdeVos;TheoJans1
Scarry80;pieterkleinrtl,NOS
GrittaNottelman;Amma_Asante,LodewijkA
bibicg1;32YmmoT
geversrik;Johnhijnen
jcdewit;thiessenmark
EdwinNoordenbos;nynke
BochovePvdA;
mhjvandenberg;GoogleNL
hypomargoteros;
Denisq;tomjanmeeus
RooieSpieker;marjolijn1994
leftwingcyclist;StellingChecker
DesireeKluiters;mleijte
ronmol;
GLMiddenDrenthe;VogelvrijeHArts
SAMSAMMERSAMST;
EuropeRider;MajaMischke
jettevdsande;pieterkleinrtl,NOS
Gdriehuis;nynke
Gilmario_BS;ewoudbutter
wr72700;roepme
Robertdewit1990;fransweisglas,sybrandbuma,APechtold
nvdb;keeskraaijeveld,emileroemer
YidArmyNL;YidArmyNL
Dick_Kalkman;NOS
suusboschloo;volkskrant
jannyzeeland;EWdeVlieger
timothycnossen;nynke
veldloes;bartlup
ArthurWarmer67;petervheemst
PWdeleeuw;EWdeVlieger
AstaMcCarthy;
Rixtie92;pieterkleinrtl,NOS
mauricewaalboer;GoogleNL
RadicaalRechts;Newshunkie
VryeVogel;MajaMischke
caronno;nynke
sofistolas;EWdeVlieger
twiga_advies;RoderikvGrieken
UgbaadKilincci;MarliesZeeman,geertwilderspvv
EllenBoontje1;Energiecomm,mariannethieme
VeggenteRay;YidArmyNL,geertwilderspvv
Kuif007;P78ter
Ron_ZCNH;EWdeVlieger
Roelio2010;
BeardedBlob;Jaspelino
JanVaneessen;Smienos
cjbjcjbj;StellingChecker
baldassarre_zoe;bartlup
timothycnossen;rutger_
TomasFriedhoff;paulinewes,markrutte,jesseklaver
IngridKleijn;EWdeVlieger
bieslookspook;VogelvrijeHArts
maretderaad;Amma_Asante,LodewijkA
Bubbelonia;StellingChecker
jkanen1;Nieuwsuur,NOS,pauwnl
xMarissa;bartlup
yvoseule;kajleers
Margreet1980;Legerdesheils
petervdmolen84;bartlup
Dracon85;GoogleNL
FrankWilschut;ackumar070
tvanlier;nynke
lynnpistool;rutger_
Kuif007;OliverSchomborg,emileroemer,LodewijkA,PvdA
NEXITIUS;EWdeVlieger
RooieSpieker;Pieterhilhorst,geertwilderspvv
PoliticsFreaky;EWdeVlieger
jorndevreede;bartlup
PaulSiegers;
nl_0223;uri4u,LodewijkA,PvdA
Farhana1979;
themaingarroway;essieses
Tsjilpe;keeskraaijeveld,emileroemer
H_Schonewille;bartlup
JosMoesmanjr;CeesJanPen
SaskiaWithoos;elsphi
YannickBults;MichelOss,LodewijkA
FLUYTKETEL;nausicaamarbe,Nieuwsuur
WimvanWegen;martinrosema
Vegan_Fury;Energiecomm,mariannethieme,PartijvdDieren
jansteen14;EWdeVlieger
cpo3x;EWdeVlieger
achahbarmo;DennisenDaniel
RooieSpieker;nynke
macharoesink;aerique,mariannethieme,geertwilderspvv
PvvOntmaskerd;Pjotrovski
Kendra89o;bartlup
krispijnbeek;Energiecomm,geertwilderspvv
MartijnWeeda;Amma_Asante,LodewijkA
margalith;roepme
CorVreede;hypomargoteros
DTjfsdwKyl5PkUU;JSN030
marjanminnesma;Energiecomm,mariannethieme
rubenwoudsma;cdavandaag
LisethMellema;Legerdesheils
hypomargoteros;
LisethMellema;Legerdesheils
mucahid_nl;ewoudbutter
jorritknol;
IvoNederland;EWdeVlieger
macharoesink;olaf1893
NiemeijerArjan;vanderzande
StellingChecker;
MJoemman;roepme
SAMSAMMERSAMST;
politiekeheld;politiekeheld
Janno97;bartlup
margalith;Newshunkie
woestegrond;vanderzande,nosop3
JOLANDAGAAL;FoughtyWilliam
ibecamearuin;TimArets
fozziebeertje;uri4u,LodewijkA,PvdA
heerdemartin;bartlup
Olaf_N;vanderzande
AlexHaaglanden;
volkskrant;
mluyer;LiseWitteman
maryfloor;Thijswnl
Azzedine_Karrat;
Finding_Isobel;uri4u
RubenK91;
princemaurits;PVV
maryfloor;Thijswnl
ErikCamman;
Wedderplase;NOS
juliadmu;bartlup
bramvommen;ClariceGargard
draaiomjeoren1;nynke
jaschippers;MajaMischke
macharoesink;aerique
XandraAs;
WimEilering;PaulJoachems
Marctraider;
Koos_commentaar;
wdekonink;pieterkleinrtl,NOS
bastilladigital;AstaMcCarthy
MichielDulfer;AdvocaatAlpha,Piratenpartij,ncilla
van_hofwegen;nynke
achahbarmo;Pjotrovski
maryfloor;DonRoelofsen
XL_Jason;
Ssandra26;MajaMischke
HenkToor;bartlup
ReneBarkema;PaulVermast,gertjansegers,jesseklaver
WillemUrk;hypomargoteros
PvvOntmaskerd;ArnoldYasinMol
FerdowsKazemi;
CanarisCanaris1;EWdeVlieger
NEXITIUS;EWdeVlieger
Politiek0305;roemkoe
cpo3x;roepme
hotzki;bartlup
simon_miske;GoogleNL
CeesCorstiaans;cdavandaag
Reinder2013;ArnoldYasinMol
nynke_dijkstra;Roselaers
JudithTaat;MajaMischke
benhoodie;bartlup
PvvOntmaskerd;marjolijn1994
MaartenVanGaans;NOS
achahbarmo;ArnoldYasinMol
Kuif007;HansdeBoer18
pvdaburen;Snielske,gertjansegers,christenunie
MJRiemens;geertwilderspvv
Turandot19;MajaMischke
roepme;
maryfloor;VogelvrijeHArts
JohanGRip;pieterkleinrtl,NOS
Amma_Asante;LodewijkA
eggnovation;fvdemocratie
Guin85;bartlup
marcbreugelmans;cdavandaag
pvdaburen;Jobromer
MartijnintVeld;geertwilderspvv
wnedermeijer;jesseklaver
Gertjan_Hobert;NOS
maryfloor;EWdeVlieger
pepijn7;pieterkleinrtl,NOS
VerheijenPiet;NOS
elsphi;
mtenbarge;
bibicg1;Blondemevrouw1
Regina_Kv8;FoughtyWilliam
YazzNina;mw9439
EstherStrien;Newshunkie
Calciet;
achahbarmo;marjolijn1994
petramosa;pvdmeersch
D66Gestel;NOS
DickBraam;roemkoe
Suntzumo;Smienos
FrankBerkemeier;martinrosema
Ummhartjes;ewoudbutter
NederlandsGrond;
pepijn7;pvdmeersch
WPKeijzer;waltervanpeijpe,gertjansegers,christenunie
joellegooijer;PaulVermast,gertjansegers,jesseklaver
CarolijnHofte;JanHoedeman
menbearpig1;EWdeVlieger
maryfloor;Blondemevrouw1
pittoresq;
Turandot19;EWdeVlieger
VarenhorstK;pieterkleinrtl,NOS
DennisenDaniel;
MGijzen63;EWdeVlieger
flipvlaai;EWdeVlieger
EricGGoossens;Thijswnl
ikke_annemeike_;bartlup
chantalvdl99;
maryfloor;EWdeVlieger
KValkering;cdavandaag
maarten_de_boer;remyvanmannekes
Alko9591;pieterkleinrtl,NOS
mfgr;
DutchHijabii;Smienos
IngridNagel;
PeterEggen1;geertwilderspvv
Pollodelnorte;Blondemevrouw1
vrijheidBovenal;uri4u,geertwilderspvv,gertjansegers
A3Belegger;RVeelo,NOS
prinsuuzje;bartlup
KingPhil180;vanderzande
FlevolandPVV;EWdeVlieger
AIRwinS;Laradio
S00fff;
PietKanarie;VogelvrijeHArts
AdriaanBeenen;APechtold
madmen14;bartlup
Hanco_Hogenbirk;rogierelshout
Geesjemarie;marjolijn1994
iertess;bartlup
cdavandaag;
remyvanmannekes;
Laurens2802;geertwilderspvv
LegerdesHeilsN;Legerdesheils
WdeGelder;vanderzande,nosop3
fwmgreve;uri4u
Iunajade;bartlup
BernardKalksma;bartlup
oaemTT;ljansedejong,gertjansegers,christenunie
trebla7470;PaulJoachems
WillemvanSermon;
henkbres;EWdeVlieger
deniedhumrights;christenunie
Theojanressen;
alfred_jodokus;Blondemevrouw1
jannyzeeland;roemkoe
Diejaanaa;EWdeVlieger
sebdegroot;Butchi
AysenurMercimek;Bertine83,geertwilderspvv
10peer10;SinhoJohan
boomvaneenkerel;bartlup
MarOirs;
RoeftanJalon;
FoughtyWilliam;
cordebra;EWdeVlieger
fransweisglas;pieterkleinrtl,NOS
Erkan01975;ClariceGargard
abddejong;Humanislam
stieke;
MartijnWeeda;marjolijn1994
petervalk1;YidArmyNL,geertwilderspvv
SangarPaykhar;ewoudbutter
Kuif007;naatdefeo
ger2591;YidArmyNL
naatdefeo;ashatenbroeke
henkbres;uri4u
Janneke1960;gertjansegers,geertwilderspvv
HiltjeKeller;bregjejonkhart,mariannethieme
DianeBouw;bartlup
carynhart;vanderzande,nosop3
JeBozeOom;32YmmoT
MGijzen63;uri4u
endeeh;
martinrosema;
lauraHKM;boukjemeester
Jeltje_;PaulVermast,gertjansegers,jesseklaver
sofie_bernaert;bartlup
blijf_vragen;waaromweetikdit
jannyzeeland;PaulJoachems
Veerle_vW;selcuk_nl
roemkoe;
cherrymobage;EWdeVlieger,LodewijkA
MarionAltena;AstaMcCarthy
riencroes;pvdmeersch
LisethMellema;Legerdesheils
Flipzandanel;
achahbarmo;Smienos
Krabbel15;ewoudbutter
scheer7777;uri4u
MGijzen63;Blondemevrouw1
Gideon83;bartlup
AnnevAndel;bartlup
lauraHKM;Snielske,gertjansegers,christenunie
Gripen2017;AstaMcCarthy
AysenurMercimek;ClariceGargard
kwybes;EWdeVlieger
WensinkAnnet;LaurensVVoorst,LodewijkA
politiekeheld;EWdeVlieger
HighwaymanNH;
guido_castagna;oxfamnovib,jesseklaver
Kuif007;VogelvrijeHArts
JeannetteZiggy;Newshunkie
fortismind;
rachidfinge;GoogleNL
the_pronouncer;
CDAZwolle;cdavandaag
jaspergruiters;jeroenfritz
Martin00887187;VogelvrijeHArts
remcofrerichs;
Jaspelino;
JackMarsman;YidArmyNL,geertwilderspvv
HansZiezo;Newshunkie
fotoreuf;EWdeVlieger
TimBoersmaBFCC;nynke
BalloonRob;VVDWaddinxveen
ger2591;uri4u,LodewijkA,PvdA
KevserKaragan;bartlup
GoogleNL;
SinhoJohan;
MaggieoMaggie1;EWdeVlieger
lauraHKM;Jobromer
paulprive;
Kyrahahaha;bartlup
EricGGoossens;nynke
terra_insana;FoughtyWilliam
mauricevdvalk;GoogleNL
